3020000  9.642857e-001 9.642857e-001 9.298469e-001 8.646153e-001
3030000  9.321429e-001 9.321429e-001 8.688903e-001 7.549704e-001
3040000  9.214286e-001 9.214286e-001 8.490306e-001 7.208530e-001
3050000  8.428571e-001 8.428571e-001 7.104082e-001 5.046798e-001
3060000  9.392857e-001 9.392857e-001 8.822577e-001 7.783786e-001
3070000  9.714286e-001 9.714286e-001 9.436735e-001 8.905196e-001
3080000  9.750000e-001 9.750000e-001 9.506250e-001 9.036879e-001
3090000  9.750000e-001 9.750000e-001 9.506250e-001 9.036879e-001
3100000  9.857143e-001 9.857143e-001 9.716327e-001 9.440700e-001
3110000  8.857143e-001 8.857143e-001 7.844898e-001 6.154242e-001
3120000  8.607143e-001 8.607143e-001 7.408291e-001 5.488277e-001
3130000  8.571429e-001 8.571429e-001 7.346939e-001 5.397751e-001
3140000  8.785714e-001 8.785714e-001 7.718878e-001 5.958107e-001
3150000  7.500000e-001 7.500000e-001 5.625000e-001 3.164063e-001
3160000  7.750000e-001 7.750000e-001 6.006250e-001 3.607504e-001
3170000  7.464286e-001 7.464286e-001 5.571556e-001 3.104224e-001
3180000  7.035714e-001 7.035714e-001 4.950128e-001 2.450376e-001
3190000  6.964286e-001 6.964286e-001 4.850128e-001 2.352374e-001
3200000  7.535714e-001 7.535714e-001 5.678699e-001 3.224762e-001
3210000  8.321429e-001 8.321429e-001 6.924617e-001 4.795033e-001
3220000  8.678571e-001 8.678571e-001 7.531760e-001 5.672741e-001
3230000  8.071429e-001 8.071429e-001 6.514796e-001 4.244257e-001
3240000  6.785714e-001 6.785714e-001 4.604592e-001 2.120227e-001
3250000  7.000000e-001 7.000000e-001 4.900000e-001 2.401000e-001
3260000  6.892857e-001 6.892857e-001 4.751148e-001 2.257341e-001
3270000  7.607143e-001 7.607143e-001 5.786862e-001 3.348777e-001
3280000  8.178571e-001 8.178571e-001 6.688903e-001 4.474142e-001
3290000  7.857143e-001 7.857143e-001 6.173469e-001 3.811172e-001
3300000  7.071429e-001 7.071429e-001 5.000510e-001 2.500510e-001
3310000  7.035714e-001 7.035714e-001 4.950128e-001 2.450376e-001
3320000  7.821429e-001 7.821429e-001 6.117474e-001 3.742349e-001
3330000  8.214286e-001 8.214286e-001 6.747449e-001 4.552807e-001
3340000  8.214286e-001 8.214286e-001 6.747449e-001 4.552807e-001
3350000  9.178571e-001 9.178571e-001 8.424617e-001 7.097418e-001
3360000  7.928571e-001 7.928571e-001 6.286224e-001 3.951662e-001
3370000  8.214286e-001 8.214286e-001 6.747449e-001 4.552807e-001
3380000  9.107143e-001 9.107143e-001 8.294005e-001 6.879052e-001
3390000  9.785714e-001 9.785714e-001 9.576020e-001 9.170017e-001
3400000  1.000000e+000 1.000000e+000 1.000000e+000 1.000000e+000
3410000  9.250000e-001 9.250000e-001 8.556250e-001 7.320941e-001
3420000  9.035714e-001 9.035714e-001 8.164413e-001 6.665764e-001
3430000  8.714286e-001 8.714286e-001 7.593878e-001 5.766698e-001
3440000  8.607143e-001 8.607143e-001 7.408291e-001 5.488277e-001
3450000  8.464286e-001 8.464286e-001 7.164413e-001 5.132882e-001
3460000  8.821429e-001 8.821429e-001 7.781760e-001 6.055579e-001
3470000  8.857143e-001 8.857143e-001 7.844898e-001 6.154242e-001
3480000  8.642857e-001 8.642857e-001 7.469898e-001 5.579938e-001
3490000  8.821429e-001 8.821429e-001 7.781760e-001 6.055579e-001
3500000  8.928571e-001 8.928571e-001 7.971939e-001 6.355181e-001
3510000  8.571429e-001 8.571429e-001 7.346939e-001 5.397751e-001
3520000  9.928571e-001 9.928571e-001 9.857653e-001 9.717332e-001
3530000  9.964286e-001 9.964286e-001 9.928699e-001 9.857906e-001
3540000  1.000000e+000 1.000000e+000 1.000000e+000 1.000000e+000
3550000  9.250000e-001 9.250000e-001 8.556250e-001 7.320941e-001
3560000  9.821429e-001 9.821429e-001 9.646046e-001 9.304620e-001
3570000  9.071429e-001 9.071429e-001 8.229082e-001 6.771778e-001
3580000  9.250000e-001 9.250000e-001 8.556250e-001 7.320941e-001
3590000  9.357143e-001 9.357143e-001 8.755612e-001 7.666075e-001
3600000  9.821429e-001 9.821429e-001 9.646046e-001 9.304620e-001
3610000  9.464286e-001 9.464286e-001 8.957270e-001 8.023269e-001
3620000  9.607143e-001 9.607143e-001 9.229719e-001 8.518772e-001
3630000  9.357143e-001 9.357143e-001 8.755612e-001 7.666075e-001
3640000  9.392857e-001 9.392857e-001 8.822577e-001 7.783786e-001
